Column,stop_name,type,in_lines,location,identifier,previous_in_lines,stop_description
177,Friedrichsfelde Ost,s-bahn,['KBS 101'],"52.5141,13.5198",Q800473,['KBS 101']+ ['KBS 101']+ KBS 101+ KBS 101+ KBS 101,nan+ nan+ Berlin-Friedrichsfelde Ost station+ Berlin-Friedrichsfelde Ost station+ Berlin-Friedrichsfelde Ost station
178,Friedrichstr.,s-bahn,"['KBS 101', 'KBS 100c', 'KBS 104a']","52.52027777777778,13.386944444444444",Q111219456,"['KBS 105', 'KBS 105b', 'KBS 106', 'KBS 101', 'KBS 104', 'KBS 103', 'KBS 102']+ ['KBS 105', 'KBS 104', 'KBS 106', 'KBS 102', 'KBS 101', 'KBS 103']+ KBS 104,KBS 106,KBS 103,KBS 102,KBS 101,KBS 105+ KBS 106,KBS 104,KBS 101,KBS 105,KBS 103,KBS 102+ KBS 100d,KBS 101,KBS 100g,KBS 100c,KBS 100h,KBS 102,KBS 103,KBS 103a,KBS 100e",nan+ nan+ S-Bahnhof Friedrichstraße+ S-Bahnhof Friedrichstraße+ S-Bahnhof Friedrichstraße
179,Friedrichstrasse,strassenbahn,"['1']","52.51986268004412, 13.388183618668693",,96,Friedrichstrasse Ecke Attilastrasse
180,Frohnau,s-bahn,['KBS 104'],"52.6325,13.2902",Q800472,['KBS 104']+ ['KBS 104']+ KBS 104+ KBS 106+ KBS 100e,nan+ nan+ Berlin-Frohnau station+ Berlin-Frohnau station+ Berlin-Frohnau station
181,Fruchtstrasse,bus,['1'],"52.5121233087592, 13.438416859495533",,,
182,Fürst-Bismarck-Strasse,strassenbahn,['21'],"52.52081005309171, 13.372234861490762",,,
183,Fürstenwalder Damm,strassenbahn,['87'],"52.4498638,13.661534",Q66361484,84+ 84,Fürstenwalder Damm/Müggelseedamm+ Fürstenwalder Damm/Müggelseedamm
184,Gardepionierplatz,strassenbahn,['3'],"52.48915625862438, 13.407771678016932",,,
185,Gardepionierplatz,u-bahn,['C'],"52.489444444444,13.407777777778",Q656081,,
186,Gartenfeld,s-bahn,['KBS 100b'],"52.54695,13.24882",Q96080469,"['KBS 100b']+ ['KBS 100d']+ KBS 100c,KBS 100d+ KBS 100c+ KBS 100b",nan+ nan+ Gartenfeld+ Gartenfeld+ Gartenfeld
187,Germaniastrasse,strassenbahn,['6'],"52.46053782557012, 13.418009045149528",,"26,15+ 15,26+ 15",Germaniastrasse+ Germaniastrasse+ Germaniastrasse
188,Gesundbrunnen,s-bahn,"['KBS 104', 'KBS 105', 'KBS 100', 'KBS 103']","52.548611111111,13.389444444444",Q111239092,"['KBS 105', 'KBS 104', 'KBS 106', 'KBS 100']+ ['KBS 100', 'KBS 105', 'KBS 103a', 'KBS 100c', 'KBS 104', 'KBS 106']+ KBS 104,KBS 106,KBS 100,KBS 100c,KBS 103a,KBS 105+ KBS 100,KBS 104,KBS 105,KBS 106+ KBS 100d,KBS 100,KBS 100a,KBS 100c,KBS 100e",nan+ nan+ S-Bahnhof Berlin-Gesundbrunnen+ S-Bahnhof Berlin-Gesundbrunnen+ S-Bahnhof Berlin-Gesundbrunnen
189,Gesundbrunnen,u-bahn,['D'],"52.548611,13.389444",Q3761416,['D']+ ['D']+ D+ D+ D,nan+ nan+ U-Bahnhof Gesundbrunnen+ U-Bahnhof Gesundbrunnen+ U-Bahnhof Gesundbrunnen
11919,"Brunnenstrasse, Gesundbrunnen",strassenbahn,"['24', '28', '128', '41', '141', '199']","52.54842580988483, 13.388018631243888",,,
190,Giesestrasse,bus,['H'],"52.516082749660676, 13.598007724215872",,,
191,Gleisdreieck,u-bahn,['A'],"52.49952,13.37409",Q678372,"['A I', 'B I', 'B II']+ ['B I', 'A I', 'A II']+ B II,A I,B I,A II+ A II,A I,B II,B I+ A I,A II",nan+ nan+ Gleisdreieck+ Gleisdreieck+ Gleisdreieck
192,Gneisenausstrasse,strassenbahn,['3'],"52.49118173025337, 13.396394305880412",,,
193,Gneisenaustrasse,u-bahn,['C'],"52.491388888889,13.395555555556",Q668618,,
194,Goebenstrasse,strassenbahn,['3'],"52.493927894212824, 13.36386105025039",,,
195,Goltzstrasse,strassenbahn,['3'],"52.48987556540933, 13.353165536219167",,,
196,Gottlieb-Dunkel-Strasse,strassenbahn,['6'],"52.46039602352925, 13.418101877605094",,6,Gottlieb-Dunkel-Strasse
197,Gotzkowskystrasse,strassenbahn,"['3', '55']","52.52567490695968, 13.330198327307098",,"25,44",Gotzkowskystrasse
198,Grabbeallee,strassenbahn,"['199', '47', '23']","52.57107235599751, 13.39822592061002",,,
199,Greifswalder Str.,s-bahn,['KBS 100'],"52.539722222222,13.439444444444",Q439246,"['KBS 100']+ ['KBS 100', 'KBS 103a', 'KBS 100c', 'KBS 100b']+ KBS 100,KBS 100c,KBS 103a,KBS 100b+ KBS 103a,KBS 106+ KBS 106a,KBS 104,KBS 106",nan+ nan+ Berlin Greifswalder Straße station+ Berlin Greifswalder Straße station+ Berlin Greifswalder Straße station
200,Greifswalder Strasse,strassenbahn,['60'],"52.5364975,13.4334045",Q65548960,"['13', '4']+ 4,13+ 13,4+ 4,13",nan+ Greifswalder Straße/Danziger Straße+ Greifswalder Straße/Danziger Straße+ Greifswalder Straße/Danziger Straße
201,Greifswalder Strasse Ecke Danziger Strasse,strassenbahn,['60'],"52.5364975,13.4334045",Q65548960,,
202,Grenadierstrasse,strassenbahn,['54'],"52.53233657156798, 13.20770038531928",,,
203,Grenzallee,u-bahn,['C'],"52.463333333333,13.443888888889",Q571836,['C I']+ ['C I']+ C I+ C I+ C I,nan+ nan+ Grenzallee+ Grenzallee+ Grenzallee
204,Griebnitzsee,s-bahn,['KBS 101'],"52.3944,13.1272",Q315133,['KBS 102']+ ['KBS 102']+ KBS 102+ KBS 102,nan+ nan+ Potsdam Griebnitzsee railway station+ Potsdam Griebnitzsee railway station
205,Großgörschenstr.,s-bahn,['KBS 104a'],"52.4922745,13.3678588",Q21776726,['KBS 104']+ ['KBS 104']+ KBS 104+ KBS 104+ KBS 100e,nan+ nan+ Yorckstraße (Großgörschenstraße) station+ Yorckstraße (Großgörschenstraße) station+ Yorckstraße (Großgörschenstraße) station
206,Grunewald,s-bahn,['KBS 101'],"52.4892,13.2614",Q457266,['KBS 102']+ ['KBS 102']+ KBS 102+ KBS 102+ KBS 100h,nan+ nan+ Berlin-Grunewald station+ Berlin-Grunewald station+ Berlin-Grunewald station
207,"Grunewald, Hubertusallee",strassenbahn,['75'],"52.4896134950935, 13.28467047123755",,,
208,Grunewaldstrasse,strassenbahn,"['54'] ; ['3']","52.530183742982004, 13.20472327952269 ; 52.489099571674906, 13.344928521367574",,"77,78+ 77,78",Grunewaldstrasse+ Grunewaldstrasse
209,Grünau,s-bahn,"['KBS 100a', 'KBS 100c']","52.4122,13.5746",Q111307258,"['KBS 100a', 'KBS 103']+ ['KBS 100a', 'KBS 103']+ KBS 103,KBS 100a+ KBS 103,KBS 100a,KBS 106+ KBS 103",nan+ nan+ S-Bahnhof Grünau+ S-Bahnhof Grünau+ S-Bahnhof Grünau
211,Gustav-Adolf-Strasse Ecke Langhansstrasse,strassenbahn,['8'],"52.5536867,13.4343757",Q65922653,,
212,Gustav-Adolf-Strasse Ecke Prenzlauer Allee,strassenbahn,['72'],"52.551709529197026, 13.430370964345377",,,
213,Görlitzer Bahnhof,u-bahn,['B'],"52.4992,13.428",Q597759,['B II'],nan
214,Gürtelstrasse Ecke Frankfurter Allee,strassenbahn,['8'],"52.5135267127755, 13.477083855609834",,,
215,Hackescher Markt,strassenbahn,['1'],"52.522700593509725, 13.401605863643521",Q65094590,"['69', '49', '65']+ ['49', '69']+ ['63']+ 69+ 69",nan+ nan+ nan+ Hackescher Markt+ nan
216,Hafenplatz,strassenbahn,"['54', '75']","52.542292547760184, 13.206201126048732",,"['54', '75']+ ['75', '54']+ 76,53,54,75+ 53,75,54,76+ 53,54,75,76,55",nan+ nan+ Hafenplatz+ Hafenplatz+ Hafenplatz
217,Hagenplatz,strassenbahn,['76'],"52.48338876739213, 13.26583142929224",,,
218,Hakenfelde,strassenbahn,['75'],"52.57886009874865, 13.210057800310379",,"['75']+ 53,75+ 53,75+ 53,75,55",nan+ Hakenfelde+ Hakenfelde+ Hakenfelde
219,Halensee,s-bahn,['KBS 100'],"52.4961,13.2906",Q800476,"['KBS 100']+ ['KBS 100', 'KBS 100a']+ KBS 100c,KBS 100+ KBS 100+ KBS 100,KBS 100k",nan+ nan+ Berlin-Halensee station+ Berlin-Halensee station+ Berlin-Halensee station
220,Halensee,strassenbahn,['75'],"52.4968906371703, 13.28953411069346",,,
221,Hallesches Tor,bus,['1'],"52.49794750808006, 13.391726405887525",,,
222,Hallesches Tor,u-bahn,"['B', 'C']","52.497777777778,13.391111111111",Q658302,"['B I', 'B II', 'C I']+ ['C I', 'B I', 'A II']+ C I,C II,B II,B I+ B I,A II,B II,C I+ A I,C I,A II",nan+ nan+ Hallesches Tor+ Hallesches Tor+ Hallesches Tor
223,"Haselhorst, Gartenfelder Strasse",strassenbahn,['55'],"52.54415774195884, 13.247126131065503",,,
225,Hauptstrasse Ecke Mühlenstrasse,strassenbahn,['74'],"52.48181232696976, 13.348271486759423",,,
226,Hauptstrasse Ecke Residenzstrasse,strassenbahn,['41'],"52.57425115897413, 13.359165566408976",,['41'],nan
227,Heerstr.,s-bahn,['KBS 100c'],"52.5086,13.2586",Q800502,"['KBS 101', 'KBS 103']+ ['KBS 101', 'KBS 103']+ KBS 103,KBS 101+ KBS 101+ KBS 100g",nan+ nan+ Berlin Heerstraße station+ Berlin Heerstraße station+ Berlin Heerstraße station
228,Heerstrasse,strassenbahn,['75'],"52.50679898205845, 13.228382146205346",,,
229,Heidelberger Platz,u-bahn,['A2'],"52.479808333333,13.313236111111",Q21777872,"['A II']+ ['A II']+ B II,A II+ A II,B II+ A II",nan+ nan+ Heidelberger Platz+ Heidelberger Platz+ Heidelberger Platz
230,Heiligensee,s-bahn,['KBS 105'],"52.6247,13.2292",Q800475,['KBS 105']+ ['KBS 105']+ KBS 105+ KBS 105+ KBS 100c,nan+ nan+ Heiligensee station+ Heiligensee station+ Heiligensee station
231,Heiligensee,strassenbahn,['128'],"52.611249613775165, 13.217475242109284",,,
232,Heinersdorf,strassenbahn,['73'],"52.5725511,13.4371063",Q65096052,,
233,Hennigsdorf,s-bahn,['KBS 105'],"52.638,13.2057",Q800909,KBS 105,Hennigsdorf station
234,Hermannplatz,strassenbahn,['95'],"52.487085572732276, 13.424752445258537",,"['3', '95', '26', '47']+ ['94', '2', '47', '95', '26']+ 95,26,2,47+ 3,95,47,27,26+ 95",nan+ nan+ Hermannplatz+ Hermannplatz+ Hermannplatz
235,Hermannplatz,u-bahn,"['D', 'C']","52.48629,13.42455",Q658929,"['D', 'C I']+ ['D', 'C I']+ C I,D+ D,C I+ D,C I",nan+ nan+ Hermannplatz+ Hermannplatz+ Hermannplatz
236,Hermannstr.,s-bahn,"['KBS 100a', 'KBS 100']","52.4675,13.431111111111",Q111263802,"['KBS 100a', 'KBS 100']+ ['KBS 100', 'KBS 100a']+ KBS 100,KBS 100a+ KBS 100a,KBS 100+ KBS 100,KBS 100k",nan+ nan+ S-Bahnhof Hermannstraße+ S-Bahnhof Hermannstraße+ S-Bahnhof Hermannstraße
237,Hermannstrasse,strassenbahn,['27'],"52.46476232618638, 13.432818109719008",,"26,15+ 15,26+ 15",Hermannstrasse+ Hermannstrasse+ Hermannstrasse
238,Hermannstrasse Ecke Leinestrasse,strassenbahn,['27'],"52.473415687320596, 13.42814231816192",,,
239,Hermsdorf,s-bahn,['KBS 104'],"52.6178,13.3069",Q263189,['KBS 104']+ ['KBS 104']+ KBS 104+ KBS 106+ KBS 100e,nan+ nan+ Berlin-Hermsdorf station+ Berlin-Hermsdorf station+ Berlin-Hermsdorf station
240,Herzbergstrasse,strassenbahn,['69'],"52.52637,13.499036",Q65684891,"69,69E",nan
241,Hindenburgdamm,strassenbahn,"['74', '77']","52.452688700382346, 13.319651956734402",,"77,78+ 77,78",Hindenburgdamm+ Hindenburgdamm
242,Hindenburgplatz,strassenbahn,"['21', '1']","52.516248900919734, 13.376820910193624",,,
243,Hohen-Neuendorf,s-bahn,['KBS 104'],"52.6684,13.287",Q4500489,,
244,"Hohenschönhausen, Degener Strasse",strassenbahn,['64'],"52.54490141528032, 13.494008455722605",,,
245,Hohenschönhauser Strasse,strassenbahn,['64'],"52.5359329,13.4729468",Q65553684,['3']+ 3+ 3,nan+ nan+ nan
246,Hohenschöpping,s-bahn,['KBS 105'],"52.67,13.1945",Q19274489,['KBS 105']+ ['KBS 105']+ KBS 105+ KBS 105+ KBS 104d,nan+ nan+ Bahnhof Hohenschöpping+ Bahnhof Hohenschöpping+ Bahnhof Hohenschöpping
247,Hohenzollerndamm,s-bahn,['KBS 100'],"52.4885,13.3004",Q800503,"['KBS 100']+ ['KBS 100', 'KBS 100a']+ KBS 100+ KBS 100+ KBS 100,KBS 100k",nan+ nan+ Berlin Hohenzollerndamm station+ Berlin Hohenzollerndamm station+ Berlin Hohenzollerndamm station
248,Hohenzollerndamm,strassenbahn,['62'],"52.48810038121649, 13.300864203881337",,,
249,Hohenzollernplatz,u-bahn,['A2'],"52.493888888889,13.325",Q571570,"['A II']+ ['A II']+ B II,A II+ A II,B II+ A II",nan+ nan+ Hohenzollernplatz+ Hohenzollernplatz+ Hohenzollernplatz
250,Holzmarkstrasse,bus,['1'],"52.51470310432635, 13.420502137148215",,,
252,Hubertusallee,strassenbahn,['76'],"52.49393097226469, 13.285088023116971",,,
253,Hultschiner Damm Ecke Alt-Mahlsdorf,strassenbahn,['83'],"52.504869219031704, 13.61340287328306",,,
254,Humboldthain,s-bahn,"['KBS 104', 'KBS 105', 'KBS 103']","52.5451,13.3796",Q481276,"['KBS 105', 'KBS 104', 'KBS 106']+ ['KBS 106', 'KBS 105', 'KBS 104']+ KBS 106,KBS 105,KBS 104+ KBS 104,KBS 105,KBS 106+ KBS 100d,KBS 100c,KBS 100e",nan+ nan+ Berlin Humboldthain station+ Berlin Humboldthain station+ Berlin Humboldthain station
255,Humboldtstrasse,strassenbahn,['41'],"52.57114181127418, 13.33691826709435",,,
256,Humboldtstrasse Ecke Berliner Strasse,strassenbahn,['41'],"52.56934226500555, 13.329932575290279",,,
259,Händelplatz,strassenbahn,['77'],"52.450279094879285, 13.315466784727654",,"['73', '74', '77', '78']+ ['77', '78']+ 73,77,78,74",nan+ nan+ nan
260,Hönow,bus,['H'],"52.54667360464534, 13.637391352821227",,,
261,Hönower Strasse,bus,['H'],"52.53004028967899, 13.626841841614464",,,
263,Innsbrucker Platz,s-bahn,['KBS 100'],"52.4786,13.3439",Q111263876,"['KBS 100a', 'KBS 100']+ ['KBS 100', 'KBS 100a']+ KBS 100,KBS 100a+ KBS 100a,KBS 100+ KBS 100,KBS 100k",nan+ nan+ S-Bahnhof Innsbrucker Platz+ S-Bahnhof Innsbrucker Platz+ S-Bahnhof Innsbrucker Platz
264,Innsbrucker Platz,strassenbahn,['74'],"52.47851767561872, 13.344017066649423",,"['88']+ ['74', '73', '88']+ ['66']+ 74,66,73,88+ 66,73,74",nan+ nan+ nan+ Innsbrucker Platz+ Innsbrucker Platz
265,Innsbrucker Platz,u-bahn,['B1'],"52.4786,13.3439",Q10275871,['B I']+ B I,nan+ nan
266,Invalidenstrasse,strassenbahn,['1'],"52.5324542,13.3974236",Q65691740,82,nan
268,Iranische Strasse Ecke Reinickendorfer Strasse,strassenbahn,"['28', '128']","52.55505275926564, 13.365961269070542",,,
269,Jannowitzbrücke,s-bahn,"['KBS 101', 'KBS 100c']","52.514822222222,13.41795",Q27955427,"['KBS 101', 'KBS 103', 'KBS 102']+ ['KBS 102', 'KBS 101'], ['KBS 103']+ KBS 102,KBS 103,KBS 101+ KBS 101,KBS 103,KBS 102+ KBS 101,KBS 102,KBS 103,KBS 103a,KBS 104",nan+ nan+ S-Jannowitzbrücke station+ S-Jannowitzbrücke station+ S-Jannowitzbrücke station
270,Jannowitzbrücke,strassenbahn,['82'],"52.515457420985356, 13.418089138640552",,,
271,Jannowitzbrücke,u-bahn,['D'],"52.515656,13.418185",Q27955418,['D']+ ['D']+ D,nan+ nan+ Jannowitzbrücke metro station
272,Jerusalemer Strasse,bus,['1'],"52.50710477957293, 13.398277044768834",,,
273,Joachimstaler Strasse,strassenbahn,['76'],"52.506165255073356, 13.332370644735395",,,
274,Joachimstaler Strasse Ecke Kurfürstendamm,strassenbahn,['77'],"52.50381697461937, 13.33130084073772",,,
275,Johannisthal,strassenbahn,['91'],"52.44125939829667, 13.500336959618494",,,
276,Jostystrasse,strassenbahn,['60'],"52.5260897953295, 13.417583280684354",,,
277,Jungfernheide,s-bahn,"['KBS 100b', 'KBS 100']","52.53035,13.299433333333",Q110977325,"['KBS 100b', 'KBS 100']+ ['KBS 100', 'KBS 103a', 'KBS 100d']+ KBS 100c,KBS 103a,KBS 100d,KBS 100+ KBS 103a,KBS 100c,KBS 100+ KBS 100a,KBS 100,KBS 100b",nan+ nan+ S-Bahnhof Jungfernheide+ S-Bahnhof Jungfernheide+ S-Bahnhof Jungfernheide
279,Kaiserallee Ecke Berliner Strasse,strassenbahn,['77'],"52.487334054837376, 13.331062759957598",,,
280,Kaiserallee Ecke Spichernstrasse,strassenbahn,['77'],"52.4959470039677, 13.330862745431165",,,
281,Kaiserdamm,strassenbahn,['75'],"52.50999107107441, 13.281861072383021",,,
282,Kaiserdamm,u-bahn,['A1'],"52.51,13.2822",Q656409,,
284,Kaiserin-Augusta-Allee Ecke Tauroggener Strasse,strassenbahn,['3'],"52.52584246725217, 13.301966640315474",,,
285,Kaiserin-Augusta-Allee Ecke Wiebestrasse,strassenbahn,['55'],"52.52580545289568, 13.317995895056958",,,
286,Kantstrasse,strassenbahn,"['75', '77', '62']","52.5066581876951, 13.306688471208883",,44,Kantstrasse
288,"Karlshorst, Treskowallee",strassenbahn,['69'],"52.47857308487424, 13.524470348260262",,['82'],nan
289,Karlshorster Chaussee,strassenbahn,['69'],"52.47736457956281, 13.523845173794296",,,
290,Karow,s-bahn,['KBS 103'],"52.615,13.4692",Q111324168,['KBS 106']+ ['KBS 106']+ KBS 106+ KBS 106+ KBS 106,nan+ nan+ S-Bahnhof Berlin Karow+ S-Bahnhof Berlin Karow+ S-Bahnhof Berlin Karow
291,Kaulsdorf,s-bahn,['KBS 101'],"52.5121,13.5904",Q800478,['KBS 101']+ ['KBS 101']+ KBS 101+ KBS 101+ KBS 101,nan+ nan+ Berlin-Kaulsdorf railway station+ Berlin-Kaulsdorf railway station+ Berlin-Kaulsdorf railway station
292,"Kaulsdorf-Süd, Zimmermannstrasse",bus,['D'],"52.48662646660428, 13.560368748996797",,,
293,Kirschallee,strassenbahn,['128'],"52.60258075932391, 13.238750616951076",,,
294,Kladow,Fähre,['Wannsee-Pichelsberg'],"52.45151498638808, 13.147961938847912",,['Wannsee<>Kladow (Betrieb durch Stern und Kreisschiffahrt)']+ ['Wannsee<>Kladow (Betrieb durch Stern und Kreisschiffahrt)']+ Wannsee<>Kladow (Betrieb durch Stern und Kreisschiffahrt)+ Wannsee<>Kladow (Betrieb durch Stern und Kreisschiffahrt),nan+ nan+ nan+ nan
295,Klosterstrasse Ecke Seeburgerstrasse,strassenbahn,['75'],"52.52912529066992, 13.195598561644342",,,
296,Klosterstrasse,u-bahn,['A'],"52.516111111111, 13.412222222222",Q657893,,
297,Knesebeckstrasse,strassenbahn,['6'],"52.4668944843566, 13.435710471027722",,,
298,Knie,u-bahn,['A1'],"52.511944444444,13.322222222222",Q658361,,
299,Kochstrasse,u-bahn,['C'],"52.505897222222,13.390611111111",Q201849,,
300,Kopenhagener Strasse,strassenbahn,['141'],"52.57425957923555, 13.359163922630154",,35,Kopenhagener Strasse
301,Kottbusser Tor,u-bahn,"['B', 'D']","52.499166666667,13.418055555556",Q819768,"['B II', 'D']+ ['D', 'B I', 'A II']+ B II,D,B I+ A II,D,B II,B I+ A I,A II,D",nan+ nan+ Kottbusser Tor station+ Kottbusser Tor station+ Kottbusser Tor station
302,Kraftwerk Klingenberg,strassenbahn,['13'],"52.4881374,13.4958685",Q66079524,"['13']+ ['13', '82']+ 13, 82+ 13,82","nan+ nan+ ,+ nan+ nan"
303,Kranoldplatz,strassenbahn,['96'],"52.42782085368502, 13.326575786308617",,96,nan
304,Krumme Lanke,u-bahn,['A2'],"52.443333333333,13.241388888889",Q663945,"['A II']+ ['A II']+ B II,A II+ A II,B II+ A II",nan+ nan+ Krumme Lanke metro station+ Krumme Lanke metro station+ Krumme Lanke metro station
305,Kurfürstendamm,strassenbahn,['76'],"52.50380281329171, 13.331297337700514",,"60,44,3",Kurfürstendamm
306,Kurfürstendamm Ecke Wilmersdorfer Strasse,strassenbahn,['76'],"52.49999422161237, 13.30705312471225",,,
307,Kurfürstenstrasse,u-bahn,['A'],"52.5,13.361944",Q690203,"['B I', 'B II']+ ['A II']+ A II",nan+ nan+ nan
308,Köllnische Heide,s-bahn,['KBS 100a'],"52.4694,13.4675",Q800505,['KBS 100a']+ ['KBS 100a']+ KBS 100a+ KBS 100a+ KBS 100k,nan+ nan+ Köllnische Heide station+ Köllnische Heide station+ Köllnische Heide station
309,Königsplatz,strassenbahn,['21'],"52.518581320085175, 13.37089835391381",,,
310,Königstrasse,bus,"['17', '9']","52.41987226002477, 13.175332944592043",,A6+ A6+ A6,Königstrasse Ecke Kronprinzessinnenweg+ Königstrasse Ecke Kronprinzessinnenweg+ Königstrasse Ecke Kronprinzessinnenweg
312,"Köpenick, Krankenhaus",bus,['27'],"52.43861200573594, 13.592411258792163",,['A27']+ A27+ A27+ A27,"nan+ Köpenick, Krankenhaus+ Köpenick, Krankenhaus+ Köpenick, Krankenhaus"
313,"Köpenick, Krankenhaus",strassenbahn,['95'],"52.4388396,13.5920763",Q66091900,['95']+ ['95']+ 95,nan+ nan+ Krankenhaus Köpenick/Südseite
315,"Köpenick, Marienhain über Wendenschloßstrasse",strassenbahn,['83'],"52.434229826688906, 13.582923617411431",,,
316,Köpenicker Chaussee,strassenbahn,['13'],"52.49227064042966, 13.49157012299555",,,
317,Köpenicker Landstrasse,strassenbahn,"['87', '95']","52.47976607269788, 13.475523898896808",,,
318,Köpenicker Landstrasse Ecke Baumschulenstrasse,strassenbahn,['91'],"52.46913201072182, 13.491340045687773",,['87']+ 87+ 87+ 87,nan+ Köpenicker Landstrasse Ecke Baumschulenstrasse+ Köpenicker Landstrasse Ecke Baumschulenstrasse+ Köpenicker Landstrasse Ecke Baumschulenstrasse
319,Köpenicker Strasse,strassenbahn,['87'],"52.505757518022115, 13.431947867729278",,"['84']+ 47,84+ 47,84",nan+ Köpenicker Strasse+ Köpenicker Strasse
320,Kürstriner Platz,bus,['1'],"52.5137005363457, 13.43784219276966",,,
321,Landsberger Allee,s-bahn,['KBS 100'],"52.5295,13.4548",Q800507,,
323,Landsberger Allee Ecke Elbinger Strasse,strassenbahn,"['64', '69']","52.5264128560996, 13.447642432361302",,,
325,Langhansstrasse,strassenbahn,['72'],"52.55363963048395, 13.434662465493163",,,
326,Lankwitz,s-bahn,['KBS 103'],"52.4386,13.3417",Q800481,['KBS 106']+ ['KBS 106']+ KBS 106+ KBS 106+ KBS 100d,nan+ nan+ Lankwitz station+ Lankwitz station+ Lankwitz station
327,"Lankwitz, Kaiser-Wilhelm-Strasse",strassenbahn,['96'],"52.436274378440025, 13.34576338993938",,,
329,Lehnitz,s-bahn,['KBS 104'],"52.7411,13.2635",Q4258498,['KBS 104']+ ['KBS 104']+ KBS 104+ KBS 104+ KBS 104,nan+ nan+ Lehnitz station+ Lehnitz station+ Lehnitz station
330,Lehrter Bhf.,strassenbahn,['21'],"52.52343504003177, 13.37053213445337",,['21'],nan
331,Lehrter Stadtbahnhof,s-bahn,"['KBS 101', 'KBS 100c']","52.5253,13.3694",Q821299,"['KBS 101', 'KBS 103', 'KBS 102']+ ['KBS 102', 'KBS 101', 'KBS 103']+ KBS 102,KBS 103,KBS 101+ KBS 101,KBS 102+ KBS 100h,KBS 100g",nan+ nan+ Berlin Lehrter Stadtbahnhof+ Berlin Lehrter Stadtbahnhof+ Berlin Lehrter Stadtbahnhof
332,Leinestrasse,u-bahn,['D'],"52.472777777778,13.428333333333",Q668563,,
334,Leipziger Strasse Ecke Friedrichstrasse,strassenbahn,['74'],"52.51034466260824, 13.389872790958105",,,
335,Leopoldplatz,u-bahn,['C'],"52.5465,13.3591",Q1960809,"['C I']+ ['C I']+ C I,C II+ C I+ G,C I",nan+ nan+ Leopoldplatz metro station+ Leopoldplatz metro station+ Leopoldplatz metro station
336,Lichtenberg,s-bahn,['KBS 101'],"52.5106,13.4964",Q634247,['KBS 101']+ ['KBS 101']+ KBS 101+ KBS 101+ KBS 101,nan+ nan+ Berlin-Lichtenberg station+ Berlin-Lichtenberg station+ Berlin-Lichtenberg station
337,"Lichtenberg, Röderplatz",strassenbahn,"['69', '8']","52.5266001,13.479068",Q65685373,,
338,"Lichtenberg, Scheffelstrasse",strassenbahn,['65'],"52.52052601665067, 13.474048782169525",,,
340,Lichtenrade,s-bahn,['KBS 105a'],"52.3876,13.3963",Q6543354,['KBS 105b']+ ['KBS 105']+ KBS 105+ KBS 105+ KBS 100c,nan+ nan+ Lichtenrade station+ Lichtenrade station+ Lichtenrade station
341,Lichtenrader Chaussee,strassenbahn,['99'],"52.4145416978014, 13.401163053986947",,,
342,Lichterfelde Ost,s-bahn,['KBS 103'],"52.43,13.3289",Q111311299,['KBS 106']+ ['KBS 106']+ KBS 106+ KBS 106+ KBS 100d,nan+ nan+ S-Bahnhof Berlin Lichterfelde-Ost+ S-Bahnhof Berlin Lichterfelde-Ost+ S-Bahnhof Berlin Lichterfelde-Ost
