,station_id,stop_name,line_count,type,in_lines
0,1,Pankow (Vinetastrasse),1,u-bahn,['A']
1,2,Schönhauser Allee,2,u-bahn,['A']
2,2,Schönhauser Allee,2,strassenbahn,['3']
3,3,Dimitroffstrasse,1,u-bahn,['A']
4,4,Luxemburgplatz,1,u-bahn,['A']
5,5,Alexanderplatz,2,u-bahn,"['E', 'A']"
6,6,Klosterstrasse,2,u-bahn,['A']
7,6,Klosterstrasse,2,Omnibus,['O 30']
8,7,Spittelmarkt,5,u-bahn,['A']
9,7,Spittelmarkt,5,strassenbahn,"['72', '74', '64']"
10,8,Stadtmitte,1,u-bahn,['A']
11,9,Thälmannplatz,2,u-bahn,['A']
12,9,Thälmannplatz,2,Autobus,['S-Bhf. Rahnsdorf - Woltersdorfer Schleuse']
13,10,Alexanderplatz,2,u-bahn,"['E', 'A']"
14,11,Schillingstrasse,1,u-bahn,['E']
15,12,Strausberger Platz,1,u-bahn,['E']
16,13,Marchlewskistrasse,1,u-bahn,['E']
17,14,Frankfurter Tor,4,u-bahn,['E']
18,14,Frankfurter Tor,4,strassenbahn,"['13', '4']"
19,15,Samariterstrasse,1,u-bahn,['E']
20,16,Stalinallee (Ringbahn),1,u-bahn,['E']
21,17,Magdalenenstrasse,1,u-bahn,['E']
22,18,Bahnhof Lichtenberg (Zentralfriedhof),1,u-bahn,['E']
23,19,Friedrichsfelde (Tierpark),1,u-bahn,['E']
24,20,Köpenickerstrasse Ecke Adalbertstrasse,1,Omnibus,['1']
25,21,"Alexanderplatz, Grunerstrasse",1,Omnibus,['1']
26,22,Ostbahnhof,3,strassenbahn,"['82', '1']"
27,22,Ostbahnhof,3,Omnibus,['O 40']
28,23,Breslauerstrasse Ecke Andreasstrasse,1,strassenbahn,['1']
29,24,U-Bhf. Strausberger Platz,1,strassenbahn,['1']
30,25,Leninplatz,6,strassenbahn,"['1', '63', '69', '64']"
31,25,Leninplatz,6,Omnibus,['O 40']
32,26,"Alexanderplatz, Memhardstrasse",4,strassenbahn,"['22', '1', '11']"
33,27,Brunnenstrasse Ecke Invalidenstrasse,2,strassenbahn,"['1', '11']"
34,28,Oranienburger Tor,9,strassenbahn,"['1', '46', '70', '11', '69']"
35,28,Oranienburger Tor,9,Omnibus,['O 40']
36,28,Oranienburger Tor,9,Autobus,"['A 9', 'A 59']"
37,29,Hannoversche Strasse,1,strassenbahn,['1']
38,30,S-Bhf. Warschauer Strasse,3,strassenbahn,"['3', '4']"
39,31,Holteistrasse Ecke Boshagener Strasse,1,strassenbahn,['3']
40,32,U- u. S-Bhf. Frankfurter Allee,1,strassenbahn,['3']
41,33,Roederplatz,3,strassenbahn,"['69', '3']"
42,33,Roederplatz,3,Omnibus,['O 30']
43,34,Hohenschönhaser Strasse,1,strassenbahn,['3']
44,35,Omnibus-Bf. Lichtenberger Strasse,1,strassenbahn,['3']
45,36,Klement-Gottwald-Allee,1,strassenbahn,['3']
46,37,Antonplatz,5,strassenbahn,"['70', '72', '74', '3']"
47,38,Prenzlauer Promenade,4,strassenbahn,"['70', '72', '3']"
48,38,Prenzlauer Promenade,4,Autobus,['A 56']
49,39,Schönhauser Allee,2,u-bahn,['A']
50,39,Schönhauser Allee,2,strassenbahn,['3']
51,40,Björnsonstrasse Ecke Ibsenstrasse,1,strassenbahn,['3']
52,41,S-Bhf. Warschauer Strasse,3,strassenbahn,"['3', '4']"
53,42,Grünberger Strasse,2,strassenbahn,['4']
54,43,Frankfurter Tor,4,u-bahn,['E']
55,43,Frankfurter Tor,4,strassenbahn,"['13', '4']"
56,44,Bersarinplatz,3,strassenbahn,"['13', '4']"
57,45,Leninallee,2,strassenbahn,['4']
58,46,Kniprodestrasse,2,strassenbahn,['4']
59,47,Greifswalder Strasse,2,strassenbahn,['4']
60,48,Prenzlauer Allee,2,strassenbahn,['4']
61,49,U-Bhf. Dimitroffstrasse,7,strassenbahn,"['22', '70', '13', '4']"
62,50,S-Bhf. Warschauer Strasse,3,strassenbahn,"['3', '4']"
63,51,Grünberger Strasse,2,strassenbahn,['4']
64,52,Frankfurter Tor,4,u-bahn,['E']
65,52,Frankfurter Tor,4,strassenbahn,"['13', '4']"
66,53,Bersarinplatz,3,strassenbahn,"['13', '4']"
67,54,Leninallee,2,strassenbahn,['4']
68,55,Kniprodestrasse,2,strassenbahn,['4']
69,56,Greifswalder Strasse,2,strassenbahn,['4']
70,57,Prenzlauer Allee,2,strassenbahn,['4']
71,58,U-Bhf. Dimitroffstrasse,7,strassenbahn,"['22', '70', '13', '4']"
72,59,Eberswalderstrasse Ecke Oderberger Strasse,2,strassenbahn,"['13', '4']"
73,60,Heinrich-Heine-Strasse Ecke Schmidtstrasse,1,strassenbahn,['11']
74,61,S-Bhf. Jannowitzbrücke,5,strassenbahn,"['22', '82', '64', '71', '11']"
75,62,"Alexanderplatz, Memhardstrasse",4,strassenbahn,"['22', '1', '11']"
76,63,Brunnenstrasse Ecke Invalidenstrasse,2,strassenbahn,"['1', '11']"
77,64,Oranienburger Tor,9,strassenbahn,"['1', '46', '70', '11', '69']"
78,64,Oranienburger Tor,9,Omnibus,['O 40']
79,64,Oranienburger Tor,9,Autobus,"['A 9', 'A 59']"
80,65,Bhf. Friedrichstrasse,1,strassenbahn,['11']
81,66,Am Kupfergraben,3,strassenbahn,"['70', '46', '11']"
82,67,"Rosenthal, Haupstrasse",2,strassenbahn,['22']
83,68,Nordendstrasse,2,strassenbahn,['22']
84,69,Kurt-Fischer-Platz,4,strassenbahn,"['22', '46']"
85,69,Kurt-Fischer-Platz,4,Autobus,['A 7']
86,70,"Pankow, Rathaus",7,strassenbahn,"['22', '46']"
87,70,"Pankow, Rathaus",7,Autobus,"['A 45', 'A 55', 'A 58', 'A 7']"
88,71,"Pankow, Kirche",8,strassenbahn,"['22', '49', '46']"
89,71,"Pankow, Kirche",8,Autobus,"['A 55', 'A 58', 'A 45']"
90,72,S-Bhf. Pankow,8,strassenbahn,"['22', '49', '46']"
91,72,S-Bhf. Pankow,8,Autobus,"['A 55', 'A 58', 'A 45']"
92,73,U-Bhf. Pankow (Vinetastrasse),3,strassenbahn,"['22', '46']"
93,74,Bornholmer Strasse Ecke Schönhauser Alle,2,strassenbahn,['22']
94,75,S-Bhf. Schönhauser Allee,5,strassenbahn,"['22', '49', '46']"
95,76,U-Bhf. Dimitroffstrasse,7,strassenbahn,"['22', '70', '13', '4']"
96,77,Rosenthaler Platz,6,strassenbahn,"['22', '49', '82']"
97,77,Rosenthaler Platz,6,Omnibus,['O 40']
98,78,"Alexanderplatz, Memhardstrasse",4,strassenbahn,"['22', '1', '11']"
99,79,S-Bhf. Jannowitzbrücke,5,strassenbahn,"['22', '82', '64', '71', '11']"
100,80,"Rosenthal, Haupstrasse",2,strassenbahn,['22']
101,81,Nordendstrasse,2,strassenbahn,['22']
102,82,Kurt-Fischer-Platz,4,strassenbahn,"['22', '46']"
103,82,Kurt-Fischer-Platz,4,Autobus,['A 7']
104,83,"Pankow, Rathaus",7,strassenbahn,"['22', '46']"
105,83,"Pankow, Rathaus",7,Autobus,"['A 45', 'A 55', 'A 58', 'A 7']"
106,84,"Pankow, Kirche",8,strassenbahn,"['22', '49', '46']"
107,84,"Pankow, Kirche",8,Autobus,"['A 55', 'A 58', 'A 45']"
108,85,S-Bhf. Pankow,8,strassenbahn,"['22', '49', '46']"
109,85,S-Bhf. Pankow,8,Autobus,"['A 55', 'A 58', 'A 45']"
110,86,U-Bhf. Pankow (Vinetastrasse),3,strassenbahn,"['22', '46']"
111,87,Bornholmer Strasse Ecke Schönhauser Alle,2,strassenbahn,['22']
112,88,S-Bhf. Schönhauser Allee,5,strassenbahn,"['22', '49', '46']"
113,89,U-Bhf. Dimitroffstrasse,7,strassenbahn,"['22', '70', '13', '4']"
114,90,Rosenthaler Platz,6,strassenbahn,"['22', '49', '82']"
115,90,Rosenthaler Platz,6,Omnibus,['O 40']
116,91,"Alexanderplatz, Memhardstrasse",4,strassenbahn,"['22', '1', '11']"
117,92,Wallnerstrasse Ecke Alexanderstrasse,1,strassenbahn,['22']
118,93,"Klingenberg, Blockdammweg",2,strassenbahn,['13']
119,94,Kraftwerk Klingenberg,3,strassenbahn,"['82', '13']"
120,95,Karlshorster Strasse,2,strassenbahn,['13']
121,96,Boxhagenerstrasse Ecke Holteistrasse,2,strassenbahn,['13']
122,97,Frankfurter Tor -Bersarinplatz,1,strassenbahn,['13']
123,98,Leninallee Ecke Dimitroffstrasse,2,strassenbahn,['13']
124,99,Kiniprodestrasse Ecke Dimitroffstrasse,2,strassenbahn,['13']
125,100,Greifswalder Strasse Ecke Dimitroffstrasse,2,strassenbahn,['13']
126,101,Prenzlauer Allee Ecke Dimitroffstrasse,2,strassenbahn,['13']
127,102,U-Bhf. Dimitroffstrasse,7,strassenbahn,"['22', '70', '13', '4']"
128,103,"Klingenberg, Blockdammweg",2,strassenbahn,['13']
129,104,Kraftwerk Klingenberg,3,strassenbahn,"['82', '13']"
130,105,Karlshorster Strasse,2,strassenbahn,['13']
131,106,Boxhagenerstrasse Ecke Holteistrasse,2,strassenbahn,['13']
132,107,Frankfurter Tor,4,u-bahn,['E']
133,107,Frankfurter Tor,4,strassenbahn,"['13', '4']"
134,108,Bersarinplatz,3,strassenbahn,"['13', '4']"
135,109,Leninallee Ecke Dimitroffstrasse,2,strassenbahn,['13']
136,110,Kiniprodestrasse Ecke Dimitroffstrasse,2,strassenbahn,['13']
137,111,Greifswalder Strasse Ecke Dimitroffstrasse,2,strassenbahn,['13']
138,112,Prenzlauer Allee Ecke Dimitroffstrasse,2,strassenbahn,['13']
139,113,U-Bhf. Dimitroffstrasse,7,strassenbahn,"['22', '70', '13', '4']"
140,114,Eberswalderstrasse Ecke Oderberger Strasse,2,strassenbahn,"['13', '4']"
141,115,Nordend,2,strassenbahn,['46']
142,115,Nordend,2,Autobus,['A 7']
143,116,Ossietzkyplatz,1,strassenbahn,['46']
144,117,Kurt-Fischer-Platz,4,strassenbahn,"['22', '46']"
145,117,Kurt-Fischer-Platz,4,Autobus,['A 7']
146,118,"Pankow, Rathaus",7,strassenbahn,"['22', '46']"
147,118,"Pankow, Rathaus",7,Autobus,"['A 45', 'A 55', 'A 58', 'A 7']"
148,119,"Pankow, Kirche",8,strassenbahn,"['22', '49', '46']"
149,119,"Pankow, Kirche",8,Autobus,"['A 55', 'A 58', 'A 45']"
150,120,S-Bhf. Pankow,8,strassenbahn,"['22', '49', '46']"
151,120,S-Bhf. Pankow,8,Autobus,"['A 55', 'A 58', 'A 45']"
152,121,U-Bhf. Pankow (Vinetastrasse),3,strassenbahn,"['22', '46']"
153,122,Bornholmer Strasse Ecke Schönhauser Allee,1,strassenbahn,['46']
154,123,S-Bhf. Schönhauser Allee,5,strassenbahn,"['22', '49', '46']"
155,124,U-Bhf. Dimitroffstrasse,3,strassenbahn,"['49', '46']"
156,125,Brunnenstrasse Ecke Invalidenstrasse,3,strassenbahn,"['82', '70', '46']"
157,126,Oranienburger Tor,9,strassenbahn,"['1', '46', '70', '11', '69']"
158,126,Oranienburger Tor,9,Omnibus,['O 40']
159,126,Oranienburger Tor,9,Autobus,"['A 9', 'A 59']"
160,127,Bhf. Friedrichstrasse,6,strassenbahn,"['70', '46']"
161,127,Bhf. Friedrichstrasse,6,Autobus,"['A 57', 'A 9', 'A 59']"
162,128,Am Kupfergraben,3,strassenbahn,"['70', '46', '11']"
163,129,"Bucholz, Hauptstrasse",1,strassenbahn,['49']
164,130,Rosenthaler Strasse,1,strassenbahn,['49']
165,131,Blankenburger Strasse,1,strassenbahn,['49']
166,132,Galenusstrasse/ Krankenhaus Pankow,2,strassenbahn,['49']
167,133,"Pankow, Kirche",8,strassenbahn,"['22', '49', '46']"
168,133,"Pankow, Kirche",8,Autobus,"['A 55', 'A 58', 'A 45']"
169,134,S-Bhf. Pankow,8,strassenbahn,"['22', '49', '46']"
170,134,S-Bhf. Pankow,8,Autobus,"['A 55', 'A 58', 'A 45']"
171,135,U-Bhf. Pankow (Vinetastrasse),4,strassenbahn,['49']
172,135,U-Bhf. Pankow (Vinetastrasse),4,Autobus,"['A 58', 'A 7']"
173,136,Bornholmer Strasse Ecke Schönhauser Allee,1,strassenbahn,['49']
174,137,S-Bhf. Schönhauser Allee,5,strassenbahn,"['22', '49', '46']"
175,138,U-Bhf. Dimitroffstrasse,3,strassenbahn,"['49', '46']"
176,139,Rosenthaler Platz,6,strassenbahn,"['22', '49', '82']"
177,139,Rosenthaler Platz,6,Omnibus,['O 40']
178,140,Hackescher Markt,3,strassenbahn,"['69', '63', '49']"
179,141,"Bucholz, Elfenallee",1,strassenbahn,['49']
180,142,Bahnhofstrasse,1,strassenbahn,['49']
181,143,Margaretenaue,1,strassenbahn,['49']
182,144,Galenusstrasse/ Krankenhaus Pankow,2,strassenbahn,['49']
183,145,S-Bhf. Pankow-Heinersdorf,1,strassenbahn,['49']
184,146,"Pankow, Kirche",8,strassenbahn,"['22', '49', '46']"
185,146,"Pankow, Kirche",8,Autobus,"['A 55', 'A 58', 'A 45']"
186,147,S-Bhf. Pankow,8,strassenbahn,"['22', '49', '46']"
187,147,S-Bhf. Pankow,8,Autobus,"['A 55', 'A 58', 'A 45']"
188,148,U-Bhf. Pankow (Vinetastrasse),4,strassenbahn,['49']
189,148,U-Bhf. Pankow (Vinetastrasse),4,Autobus,"['A 58', 'A 7']"
190,149,Wisbyer Strasse Strasse Ecke Schönhauser Allee,1,strassenbahn,['49']
191,150,S-Bhf. Schönhauser Allee,5,strassenbahn,"['22', '49', '46']"
192,151,U-Bhf. Dimitroffstrasse,3,strassenbahn,"['49', '46']"
193,152,Rosenthaler Platz,6,strassenbahn,"['22', '49', '82']"
194,152,Rosenthaler Platz,6,Omnibus,['O 40']
195,153,S-Bhf. Marx-Engels-Platz,1,strassenbahn,['49']
196,154,Große Präsidentenstrasse,2,strassenbahn,"['63', '49']"
197,155,"Hohenschönhausen, Gartenstadt",2,strassenbahn,['63']
198,156,Falkenbergerstrasse Ecke Wartenberger Strasse,2,strassenbahn,['63']
199,157,"Hauptstr,/Berliner Strasse",2,strassenbahn,['63']
200,158,Degnerstrasse,2,strassenbahn,['63']
201,159,Weißenseer Weg,3,strassenbahn,['63']
202,159,Weißenseer Weg,3,Omnibus,['O 37']
203,160,Steuerhaus,5,strassenbahn,"['69', '63', '64']"
204,160,Steuerhaus,5,Omnibus,['O 37']
205,161,Dimitroffstrasse Ecke Leninallee,2,strassenbahn,"['69', '63']"
206,162,Leninplatz,6,strassenbahn,"['1', '63', '69', '64']"
207,162,Leninplatz,6,Omnibus,['O 40']
208,163,"Alexanderplatz, Memhardstrasse",7,strassenbahn,"['82', '74', '63', '71', '72']"
209,164,Hackescher Markt,3,strassenbahn,"['69', '63', '49']"
210,165,"Hohenschönhausen, Gartenstadt",2,strassenbahn,['63']
211,166,Falkenbergerstrasse Ecke Wartenberger Strasse,2,strassenbahn,['63']
212,167,"Hauptstr,/Berliner Strasse",2,strassenbahn,['63']
213,168,Degnerstrasse,2,strassenbahn,['63']
214,169,Weißenseer Weg,3,strassenbahn,['63']
215,169,Weißenseer Weg,3,Omnibus,['O 37']
216,170,Steuerhaus,5,strassenbahn,"['69', '63', '64']"
217,170,Steuerhaus,5,Omnibus,['O 37']
218,171,Bersarinstrasse Ecke Leninallee,1,strassenbahn,['63']
219,172,Leninplatz,6,strassenbahn,"['1', '63', '69', '64']"
220,172,Leninplatz,6,Omnibus,['O 40']
221,173,"Alexanderplatz, Memhardstrasse",7,strassenbahn,"['82', '74', '63', '71', '72']"
222,174,Große Präsidentenstrasse,2,strassenbahn,"['63', '49']"
223,175,"Hohenschönhausen, Falkenberger Strasse",2,strassenbahn,"['70', '64']"
224,176,Hauptstrasse/Berliner Strasse,1,strassenbahn,['64']
225,177,Degnerstrasse Ecke Berlinerstrasse,1,strassenbahn,['64']
226,178,Weißenseer Weg Ecke Berliner Strasse,1,strassenbahn,['64']
227,179,Steuerhaus,5,strassenbahn,"['69', '63', '64']"
228,179,Steuerhaus,5,Omnibus,['O 37']
229,180,Dimitroffstrasse Ecke Leninallee,1,strassenbahn,['64']
230,181,Leninplatz,6,strassenbahn,"['1', '63', '69', '64']"
231,181,Leninplatz,6,Omnibus,['O 40']
232,182,"Alexanderplatz, Leninallee",2,strassenbahn,"['69', '64']"
233,183,S-Bhf. Jannowitzbrücke,5,strassenbahn,"['22', '82', '64', '71', '11']"
234,184,Heinrich-Heine-Strasse,1,strassenbahn,['64']
235,185,Spittelmarkt,5,u-bahn,['A']
236,185,Spittelmarkt,5,strassenbahn,"['72', '74', '64']"
237,186,Dönhoffplatz,1,strassenbahn,['64']
238,187,"Johannisthal, Haeckelstrasse",1,strassenbahn,['69']
239,188,Bhf. Schöneweide,5,strassenbahn,"['69', '92', '95']"
240,188,Bhf. Schöneweide,5,Autobus,"['A 47', 'A 26']"
241,189,Wilhelminenhofstrasse,1,strassenbahn,['69']
242,190,S-Bhf. Karlshorst,1,strassenbahn,['69']
243,191,Hochschule für Ökonomie,1,strassenbahn,['69']
244,192,Tierpark Berlin,1,strassenbahn,['69']
245,193,Alt-Friedrichsfele/Am Tierpark,1,strassenbahn,['69']
246,194,Bhf. Lichtenberg,3,strassenbahn,['69']
247,194,Bhf. Lichtenberg,3,Omnibus,"['O 30', 'O 37']"
248,195,Bf. Siegfriedstrasse,3,strassenbahn,['69']
249,195,Bf. Siegfriedstrasse,3,Omnibus,"['O 30', 'O 37']"
250,196,Siegfriestrasse Ecke Herzbergstrasse,1,strassenbahn,['69']
251,197,Roederplatz,3,strassenbahn,"['69', '3']"
252,197,Roederplatz,3,Omnibus,['O 30']
253,198,Steuerhaus,5,strassenbahn,"['69', '63', '64']"
254,198,Steuerhaus,5,Omnibus,['O 37']
255,199,Dimitroffstrasse Ecke Leninallee,2,strassenbahn,"['69', '63']"
256,200,Leninplatz,6,strassenbahn,"['1', '63', '69', '64']"
257,200,Leninplatz,6,Omnibus,['O 40']
258,201,"Alexanderplatz, Leninallee",2,strassenbahn,"['69', '64']"
259,202,Hackescher Markt,3,strassenbahn,"['69', '63', '49']"
260,203,Oranienburger Tor,9,strassenbahn,"['1', '46', '70', '11', '69']"
261,203,Oranienburger Tor,9,Omnibus,['O 40']
262,203,Oranienburger Tor,9,Autobus,"['A 9', 'A 59']"
263,204,Walter-Ulbricht-Stadion,3,strassenbahn,"['82', '69']"
264,204,Walter-Ulbricht-Stadion,3,Autobus,['A 59']
265,205,"Hohenschönhausen, Falkenberger Strasse",2,strassenbahn,"['70', '64']"
266,206,Hauptstrasse/Suermondstrasse,1,strassenbahn,['70']
